"","words","sentiments"
"3518","गह",""
"3519","रदेश",""
"3520","स्व्यम्भु",""
"3521","मनिस",""
"3522","विश्वास",""
"3523","हर्श",""
"3524","कला",""
"3525","जिबन",""
"3526","मृत्युु",""
"3527","गोधुँली",""
"3528","वर्षात",""
"3529","सुन्यता",""
"3530","अतीत",""
"3531","अासु",""
"3532","सत्कार",""
"3533","बिउझाउँ",""
"3534","एसिया",""
"3535","शिला",""
"3536","भन्ज्याङ्ग",""
"3537","सानी",""
"3538","सन्काउने",""
"3539","मंसिर",""
"3540","लोभ",""
"3541","आगमन",""
"3542","चुम्यो",""
"3543","झुल्यो",""
"3544","बड्यो",""
"3545","एक्लोपन",""
"3546","रुवाउछ",""
"3547","बिस्तारै",""
"3548","फिँजाई",""
"3549","झरना",""
"3550","कस्ने",""
"3551","वरपिपल",""
"3552","गगन",""
"3553","झुम्यो",""
"3554","छिचोल्दै",""
"3555","नसम्झ",""
"3556","तोड्ने",""
"3557","हसाउछ",""
"3558","डुब्दै",""
"3559","मुक्त",""
"3560","खुला",""
"3561","अन्धकार",""
"3562","उज्याली",""
"3563","अर्द्ध",""
"3564","दीन",""
"3565","सुसन्देश",""
"3566","दुर्दशा",""
"3567","मिचे",""
"3568","भार",""
"3569","पाप",""
"3570","सुधार्न",""
"3571","वर्षा",""
"3572","अप्रित",""
"3573","अफाप",""
"3574","पंछी",""
"3575","सिन्दुरी",""
"3576","खासम",""
"3577","जाली",""
"3578","जुठो",""
"3579","नबोलाउ",""
"3580","बेदना",""
"3581","सुकिली",""
"3582","स्वर्गमै",""
"3583","अंधेरी",""
"3584","फकाउदा",""
"3585","रुन",""
"3586","झुक्दा",""
"3587","चल्छ",""
"3588","अध्यारो",""
"3589","शिता",""
"3590","रित्तो",""
"3591","बसन्त",""
"3592","सरम",""
"3593","बालक",""
"3594","सुस्ताए",""
"3595","केस",""
"3596","तर्के",""
"3597","जाँडरक्सी",""
"3598","रक्सी",""
"3599","ओछ्यान",""
"3600","जाँड",""
"3601","मुथे",""
"3602","गफै",""
"3603","दिर्घायु",""
"3604","अभिसेस",""
"3605","बुन्द",""
"3606","श्रद्धा",""
"3607","पथप्रदर्शक",""
"3608","झल्किरहने",""
"3609","सजाइदिन",""
"3610","स्वाभिमानी",""
"3611","खम्बा",""
"3612","ढोका",""
"3613","फक्री",""
"3614","प्वाँख",""
"3615","रिमझिम",""
"3616","झल्झली",""
"3617","शंहु",""
"3618","सदर",""
"3619","बाडिन",""
"3620","सर्दै",""
"3621","हत्या",""
"3622","नासिन",""
"3623","ठानिसके",""
"3624","जल्छ",""
"3625","बर्षा",""
"3626","प्रतिक्ष",""
"3627","किनारानै",""
"3628","डुबिसक्यो",""
"3629","कांडा",""
"3630","प्रिथ्बी",""
"3631","पोइ",""
"3632","रेशमी",""
"3633","तानेर",""
"3634","हिरो",""
"3635","मोती",""
"3636","स्वार्थी",""
"3637","बिछोड्",""
"3638","तोड्यौ",""
"3639","कामना",""
"3640","प्रीत",""
"3641","रंगाउन",""
"3642","बलिरहने",""
"3643","सदुवा",""
"3644","फराकिलो",""
"3645","सर्वोअंग",""
"3646","पुत्र",""
"3647","संकोच",""
"3648","दुष्ट",""
"3649","बेथलेहेम",""
"3650","येरुशलेम",""
"3651","जीवनधार",""
"3652","नरम",""
"3653","तलाउ",""
"3654","थाम्दैन",""
"3655","सजाऊ",""
"3656","प्रित",""
"3657","मोहनी",""
"3658","बन्दकी",""
"3659","कदर",""
"3660","वाधा",""
"3661","लाडिन",""
"3662","टासिन",""
"3663","सराप",""
"3664","हास्न",""
"3665","थामिदिन",""
"3666","बदला",""
"3667","नशा",""
"3668","गुन्जिने",""
"3669","झर्दा",""
"3670","गल्ती",""
"3671","नाउ",""
"3672","मोति",""
"3673","सावित्री",""
"3674","नक्कली",""
"3675","लुछ्ने",""
"3676","रिसाउने",""
"3677","ट्वाक",""
"3678","गनीगनी",""
"3679","फाल्यौ",""
"3680","छायाँ",""
"3681","सुवाश",""
"3682","भक्ती",""
"3683","शुभकामना",""
"3684","अखन्ड",""
"3685","संध्या",""
"3686","आनिबानी",""
"3687","मुक्ति",""
"3688","जूनि",""
"3689","लुक्न",""
"3690","पाचु",""
"3691","नसम्झिदा",""
"3692","फ़ेर्योउ",""
"3693","हेर्योउ",""
"3694","सेर्योउ",""
"3695","दुर",""
"3696","रहुँला",""
"3697","दृष्टि",""
"3698","मार्योउ",""
"3699","मुवाई",""
"3700","छेक्दिन",""
"3701","खोस्दिन",""
"3702","सिन्दुर",""
"3703","चर्चा",""
"3704","साथीभाई",""
"3705","कुराकानी",""
"3706","मक्ख",""
"3707","बिपनी",""
"3708","शृंगार",""
